Compound_name;mean_c;median_c;Linear_6tR_st_61_c_pred;MLR_3tR_st61_c_pred;MLR_2tR_st61_c_pred;knn_st61_1tR_c_pred;knn_st20_1tR_c_pred;knn_3tR_st61_c_pred;knn_2tR_st61_c_pred;Cosine_c_pred;conc_M
Carbamazepine;6.115127942137136e-6;2.383696283868478e-5;6.538742179156458e-6;1.1295354484255976e-5;7.847563582877477e-6;2.6753754933476263e-6;2.1526094267055676e-5;9.569196146053463e-6;6.173775609365371e-6;2.6753754933476263e-6;1.7458442160708706e-6
Carbamazepine;1.5639050489732884e-6;6.096151525912223e-6;1.6722416938252284e-6;2.888715015453531e-6;2.0069644372987295e-6;6.842102539041079e-7;5.505161597184514e-6;2.447261007297684e-6;1.5789038165798884e-6;6.842102539041079e-7;3.491688432141741e-7
Carbamazepine;8.457265265953253e-7;3.2966688476344936e-6;9.043126756801266e-7;1.5621555272471045e-6;1.085323603035434e-6;3.700063260714687e-7;2.9770740870677723e-6;1.3234266061950662e-6;8.538375405213101e-7;3.700063260714687e-7;1.7458442160708706e-7
Carbamazepine;1.3032573962820087e-5;2.7854926838942635e-5;1.2778970335950875e-5;1.6417444916042507e-5;1.3874934959864525e-5;0.011571675093125197;2.5752906251304974e-5;9.80340734814101e-6;9.80340734814101e-6;7.125884721592878e-6;6.983376864283482e-6
Carbamazepine;1.839567739530886e-5;6.339551270190528e-5;1.8324842707676498e-5;2.4128055990004435e-5;2.0379770936514913e-5;0.011513945369114511;5.0863017238378874e-5;2.055703770368864e-5;1.2091703947528056e-5;9.028387676941592e-6;6.983376864283482e-6
Carbamazepine;7.670102398679433e-6;1.6393549100271732e-5;7.520848245792014e-6;9.662211316810116e-6;8.165859807953822e-6;0.006810314918735588;1.515644020702403e-5;5.769630652449954e-6;5.769630652449954e-6;4.193819705280669e-6;3.491688432141741e-6
Carbamazepine;1.2593849449858794e-5;4.340114939001957e-5;1.2545355373087409e-5;1.65182884068933e-5;1.3952178084104051e-5;6.180917002129985e-6;3.482128806135009e-5;1.4073536538608063e-5;8.278091414359402e-6;6.180917002129985e-6;3.491688432141741e-6
Carbamazepine;4.193677199553938e-6;8.963277086550257e-6;4.112071543544642e-6;5.282875402492019e-6;4.464735711646538e-6;0.0037235829343557005;8.286879942247265e-6;3.1545822023435717e-6;3.1545822023435717e-6;2.2929975589509225e-6;1.7458442160708706e-6
Carbamazepine;7.395854391850678e-6;2.548772578277427e-5;7.367375797430732e-6;9.700517411008732e-6;8.193545426284312e-6;8.822534902859836e-5;2.0449122983705444e-5;8.264814299419981e-6;4.861385630087696e-6;3.6298005893964473e-6;1.7458442160708706e-6
Carbamazepine;1.0859808882778105e-6;2.3211008261120687e-6;1.06484855534315e-6;1.3680360812867302e-6;1.1561733112351362e-6;5.937871246154186e-7;2.145943240860427e-6;8.169002570371491e-7;8.169002570371491e-7;5.937871246154186e-7;3.491688432141741e-7
Carbamazepine;5.629885121019146e-7;1.2032929074872182e-6;5.520331989794213e-7;7.092100848356036e-7;5.993772995917585e-7;3.078280045265316e-7;1.1124886314924826e-6;4.2349314358041017e-7;4.2349314358041017e-7;3.078280045265316e-7;1.7458442160708706e-7
Carbazole;1.3346239693980813e-8;5.202406599369004e-8;1.4270775893147696e-8;2.3039331823801873e-8;1.706938417328053e-8;8.754833856205699e-6;8.754833856205699e-6;7.516241905833061e-8;7.516241905833061e-8;8.754833856205699e-6;8.881909521049924e-6
Carbazole;7.5728870403896e-9;2.951935407916217e-8;8.097484856821713e-9;1.3072915022378415e-8;9.685463558066176e-9;4.967644023381763e-6;4.967644023381763e-6;4.2648455464790816e-8;4.2648455464790816e-8;4.967644023381763e-6;4.440954760524962e-6
Carbazole;3.924760670009035e-9;1.529884168033306e-8;4.1966412442899185e-9;6.775231486822953e-9;5.019634683676499e-9;2.574554959236675e-6;2.574554959236675e-6;2.2103192580597573e-8;2.2103192580597573e-8;2.574554959236675e-6;2.220477380262481e-6
Carbazole;5.182592037936806e-10;2.02019082814462e-9;5.541606565957581e-10;8.946599222496425e-10;6.628357989765876e-10;3.3996641209054904e-7;3.3996641209054904e-7;2.918695928557732e-9;2.918695928557732e-9;3.3996641209054904e-7;4.440954760524962e-7
Carbazole;2.5999798591838606e-10;1.0134804025545066e-9;2.780088680247849e-10;4.4882903412827575e-10;3.3252853295611526e-10;1.7055284648380534e-7;1.7055284648380534e-7;1.46423846866269e-9;1.46423846866269e-9;1.7055284648380534e-7;2.220477380262481e-7
Carbazole;4.350206522782846e-9;9.297832091503935e-9;4.265554929401894e-9;5.059780075844363e-9;4.480843118402254e-9;7.426162817669818e-6;7.426162817669818e-6;1.4141149901887556e-8;1.4141149901887556e-8;7.426162817669818e-6;8.881909521049924e-6
Carbazole;3.8157851926600945e-8;1.3150027229261678e-7;3.8010920695754725e-8;6.274619934535916e-8;5.19997259464067e-8;8.123133613434785e-6;8.123133613434785e-6;3.343723480333724e-7;3.6397992299261275e-7;8.123133613434785e-6;8.881909521049924e-6
Carbazole;1.4289872206935253e-9;3.054218959336637e-9;1.4011802546289939e-9;1.6620730602178438e-9;1.471899672025979e-9;2.4393995341745562e-6;2.4393995341745562e-6;4.645186933052083e-9;4.645186933052083e-9;2.4393995341745562e-6;4.440954760524962e-6
Carbazole;1.7048317226502175e-8;5.8752215971913266e-8;1.6982670705341466e-8;2.8033997124751542e-8;2.323264489129974e-8;3.6292860243151338e-6;3.6292860243151338e-6;1.4939221086156974e-7;1.6262040125298665e-7;3.6292860243151338e-6;4.440954760524962e-6
Carbazole;5.27908076378526e-10;1.1283143979970044e-9;5.176354009112637e-10;6.140165421453775e-10;5.437611430172942e-10;9.01182807624948e-7;9.01182807624948e-7;1.716062721020036e-9;1.716062721020036e-9;9.01182807624948e-7;2.220477380262481e-6
Carbazole;6.9283555106695215e-9;2.3876622770737084e-8;6.901677074868653e-9;1.1392883877326595e-8;9.441637032060898e-9;4.6841178976593776e-8;1.4749246797960167e-6;6.0712288117495375e-008;6.608816214523148e-8;1.4749246797960167e-6;2.220477380262481e-6
Chloridazon;9.829501470861816e-6;3.831570876370652e-5;1.051042210003907e-5;1.811423363392624e-5;1.2706853601976436e-5;7.453826090844996e-6;4.827810244961398e-4;2.6942974491497168e-5;2.3643525486591544e-5;7.453826090844996e-6;7.2588184708095925e-6
Chloridazon;5.757037138536351e-6;2.2441113518920007e-5;6.155845293984473e-6;1.0609318903483962e-5;7.442272460854403e-6;4.36562868995873e-6;2.8275984250513754e-4;1.578022092269824e-5;1.3847767836012547e-5;4.36562868995873e-6;3.6294092354047963e-6
Chloridazon;3.4893282970658177e-6;1.3601512468120308e-5;3.7310450948594033e-6;6.4302862343412915e-6;4.5107459387929315e-6;1.2586433726534063e-5;1.7138015544883054e-4;9.564359248431025e-6;8.393103431269686e-6;2.6459985155190753e-6;1.8147046177023981e-6
Chloridazon;7.99598613277832e-7;3.1168607772262583e-6;8.549893360379218e-7;1.4735351672935017e-6;1.0336620376306791e-6;2.8842499464188815e-6;3.92726974860627e-5;2.19172509458837e-6;1.923325434979575e-6;6.0634499354027e-7;3.629409235404796e-7
Chloridazon;4.3691617441228933e-7;1.7031131174413782e-6;4.671827385163233e-7;8.0516816495797e-7;5.648129644265466e-7;1.5760100526841736e-6;2.1459362809699556e-5;1.1976010560666539e-6;1.050942281848534e-6;3.3131865232438584e-7;1.814704617702398e-7
Chloridazon;9.032668938651653e-6;1.9305805066928418e-5;8.856900313843845e-6;1.1671774609609625e-5;9.794565149256614e-6;1.0266528519912859e-5;8.057351017187267e-5;1.111746253982031e-5;1.111746253982031e-5;7.482835295960397e-6;7.2588184708095925e-6
Chloridazon;1.7210132885200513e-5;5.930986799124003e-5;1.714386327409364e-5;2.0338904158341517e-5;1.7581969002791598e-5;8.436614976468872e-6;8.329304200832768e-4;2.7753548066277e-5;1.845613621873416e-5;8.436614976468872e-6;7.2588184708095925e-6
Chloridazon;5.023393221892274e-6;1.0736655021351692e-5;4.925641945444776e-6;6.491095141379064e-6;5.4471112044877575e-6;4.161474793503816e-6;4.4809837226456854e-5;6.182822192032114e-6;6.182822192032114e-6;4.161474793503816e-6;3.6294092354047963e-6
Chloridazon;1.0634449865052311e-5;3.6648631469783356e-5;1.0593500683451362e-5;1.2567773765883206e-5;1.0864214072970687e-5;5.213135749530408e-6;5.146826496075232e-4;1.7149415257679088e-5;1.1404377678540966e-5;5.213135749530408e-6;3.6294092354047963e-6
Chloridazon;2.9248518238745213e-6;6.251377034283356e-6;2.867936510544575e-6;3.7794157503867293e-6;3.1715600267684993e-6;3.3243856129647254e-6;2.6090359314923917e-5;3.599924984221114e-6;3.599924984221114e-6;2.4230030583197107e-6;1.8147046177023981e-6
Chloridazon;5.897485518065186e-6;2.0324020150796224e-5;5.8747765666353755e-6;6.9696378015931504e-6;6.0249045294821595e-6;2.891018621245082e-6;2.854245881053722e-4;9.51045229502815e-6;6.324459944351844e-6;2.891018621245082e-6;1.8147046177023981e-6
Chloridazon;7.832809926656683e-7;1.6741308974942782e-6;7.680389613398207e-7;1.012134870045362e-6;8.493499280162369e-7;6.488849196601333e-7;6.987048840007936e-6;9.640668946529254e-7;9.640668946529254e-7;6.488849196601333e-7;3.629409235404796e-7
Chloridazon;4.109628263185591e-7;8.78363667322053e-7;4.029658133294031e-7;5.310352360189997e-7;4.456271123892887e-7;3.4044944666855025e-7;3.665884102642961e-6;5.05815485753569e-7;5.05815485753569e-7;3.4044944666855025e-7;1.814704617702398e-7
Chlorpyrifos;7.634632789311808e-9;2.9760040968534277e-8;8.163507928895027e-9;1.3369683388911708e-8;9.788413886612296e-9;4.1719877512216865e-6;8.180389782007847e-5;4.3076905753898064e-8;4.3076905753898064e-8;4.1719877512216865e-6;4.267057401297777e-6
Chlorpyrifos;3.736979752576506e-9;1.4566865703214092e-8;3.995852149298775e-9;6.544157067078159e-9;4.791206795868191e-9;2.0420934686130447e-6;4.004115433861314e-5;2.1085169260704434e-8;2.1085169260704434e-8;2.0420934686130447e-6;2.1335287006488886e-6
Chlorpyrifos;1.713128378942688e-9;6.677828803117686e-9;1.8318021954235144e-9;3.0000112203285002e-9;2.1964133805450223e-9;9.361485758980963e-7;1.8355902992465564e-5;9.665988104543061e-9;9.665988104543061e-9;9.361485758980963e-7;1.0667643503244443e-6
Chlorpyrifos;2.498109405014185e-10;9.737709761389108e-10;2.671161337796158e-10;4.3746611968894537e-10;3.202842817083518e-10;1.3651058441895713e-7;2.6766852074044307e-6;1.4095088313006151e-9;1.4095088313006151e-9;1.3651058441895713e-7;2.1335287006488886e-7
Chlorpyrifos;3.0295087830737678e-9;6.475063617608942e-9;2.9705569277295004e-9;3.4753528183534752e-9;3.087341195553248e-9;2.9608806110475147e-6;5.171622396049998e-6;2.0698040179677927e-8;2.0698040179677927e-8;2.9608806110475147e-6;4.267057401297777e-6
Chlorpyrifos;2.28716479543005e-9;7.882068255720346e-9;2.2783578023323488e-9;4.266540612563311e-9;3.4233751435872e-9;3.5956712388468773e-6;3.6655162942385584e-5;2.017636093454654e-8;2.284883153995818e-8;3.5956712388468773e-6;4.267057401297777e-6
Chlorpyrifos;8.465285192160266e-10;1.8093118087885725e-9;8.300557408275161e-10;9.71109670158819e-10;8.626884943157762e-10;8.273519103986253e-7;1.445094291633233e-6;5.783604722280791e-9;5.783604722280791e-9;8.273519103986253e-7;2.1335287006488886e-6
Chlorpyrifos;1.0144183970415511e-9;3.4959068368471078e-9;1.0105122614457353e-9;1.892324198832099e-9;1.5183578955781574e-9;1.5947757947689221e-6;1.6257539338489204e-5;8.948752515887716e-9;1.013406428402054e-8;1.5947757947689221e-6;2.1335287006488886e-6
Chlorpyrifos;2.3040386297049647e-10;7.940219165421447e-10;2.2951666619529282e-10;4.2980175307842606e-10;3.4486315068143595e-10;3.62219873730812e-7;3.6925590830242924e-6;2.0325214472061917e-9;2.301740155185722e-9;3.62219873730812e-7;1.0667643503244443e-6
Chlorthalidone;2.9816819007770416e-8;1.1622690700525566e-7;3.1882324284820365e-8;5.4297345416217955e-8;3.9123930622778716e-8;4.776394162167368e-6;1.4644684138314975e-6;8.172884416624548e-8;7.1720292451159e-8;4.776394162167368e-6;4.789689809509846e-6
Chlorthalidone;1.164193645996984e-8;4.538063788566391e-8;1.2448410188333733e-8;2.120032472665541e-8;1.5275885541511257e-8;1.8649366094093423e-6;5.717997019405723e-7;3.191091613368434e-8;2.8003090718337595e-8;1.8649366094093423e-6;2.394844904754923e-6
Chlorthalidone;5.963799498964916e-9;2.324707976338945e-8;6.3769307365114065e-9;1.0860262501643011e-8;7.82535782186757e-9;9.553486273558975e-7;2.9291508226890867e-7;1.6346963093635637e-8;1.4345106500944043e-8;9.553486273558975e-7;1.1974224523774615e-6
Chlorthalidone;9.296499702374649e-10;3.623805095039483e-9;9.940497614705405e-10;1.6929212179543925e-9;1.219833709610682e-9;1.4892181119468548e-7;4.566023682732086e-8;2.5481999782368454e-9;2.236146240994603e-9;1.4892181119468548e-7;2.394844904754923e-7
Chlorthalidone;3.13921437758005e-10;1.2236757295856186e-9;3.356677677772901e-10;5.716606032004998e-10;4.1190982004641156e-10;5.028747440482392e-8;1.5418413007147455e-8;8.604685919138968e-10;7.550952137726369e-10;5.028747440482392e-8;1.1974224523774614e-7
Chlorthalidone;4.014911487024746e-8;8.58119555315418e-8;3.936784471012936e-8;5.1473191271153363e-8;4.374053509009287e-8;4.738356749803727e-6;1.8866193933878352e-8;5.919809997436812e-8;5.919809997436812e-8;4.738356749803727e-6;4.789689809509846e-6
Chlorthalidone;2.5894028348055882e-8;8.923646396741511e-8;2.5794320391117813e-8;3.080456365880742e-8;2.690489892516996e-8;1.2589517220350137e-8;1.2532107714369446e-6;4.175744401167855e-8;4.1297407109918066e-8;4.312826103845631e-6;4.789689809509846e-6
Chlorthalidone;1.926897230348603e-8;4.118417553634757e-8;1.8894013275733922e-8;2.4703794845322822e-8;2.099262118018054e-8;2.2741040561186683e-6;9.054550008361305e-9;2.841125022336179e-8;2.841125022336179e-8;2.2741040561186683e-6;2.394844904754923e-6
Chlorthalidone;1.0686618919635644e-8;3.6828417399456564e-8;1.06454688550443e-8;1.2713225936977397e-8;1.1103811196151452e-8;1.7799288862644499e-6;5.172075105623628e-7;1.7233544553693752e-8;1.7043684598649203e-8;1.7799288862644499e-6;2.394844904754923e-6
Chlorthalidone;9.185698195717942e-9;1.96328792712997e-8;9.00695174206989e-9;1.1776528616267444e-8;1.0007377635977433e-8;1.0840865405875823e-6;4.316388147996625e-9;1.3543907054535074e-8;1.3543907054535074e-8;1.0840865405875823e-6;1.1974224523774615e-6
Chlorthalidone;4.5334197967912595e-9;1.562315244688078e-8;4.5159633384988365e-9;5.393136087025218e-9;4.710398852528906e-9;7.55071824919812e-7;2.194069784901137e-7;7.310721252074287e-9;7.2301798867192094e-9;7.55071824919812e-7;1.1974224523774615e-6
Chlorthalidone;1.482267345060429e-9;3.1680962310439617e-9;1.4534235897309345e-9;1.9003415346478816e-9;1.6148591825510118e-9;1.749356493207653e-7;6.965220350222051e-10;2.185537857190814e-9;2.185537857190814e-9;1.749356493207653e-7;2.394844904754923e-7
Chlorthalidone;6.27575406023118e-10;1.3413364904403723e-9;6.153632828036046e-10;8.04583339276505e-10;6.837133061973349e-10;7.4065796238614e-8;2.9489963493413415e-10;9.253322706434604e-10;9.253322706434604e-10;7.4065796238614e-8;1.1974224523774614e-7
Citrulline;4.709312890935804e-9;1.8357051142538228e-8;5.035541876830388e-9;8.9756985351499e-9;6.748596131251585e-9;5.961499268708387e-6;1.3651441778395718e-8;1.9946856545495932e-8;1.9946856545495932e-8;6.808080749623007e-9;9.210586150422268e-6
Citrulline;2.8941562585593617e-9;1.1281512968723978e-8;3.0946436084374167e-9;5.5161070610630375e-9;4.1474185687139804e-009;3.66370016571588e-6;8.389632750320748e-9;1.2258544090550164e-8;1.2258544090550164e-8;4.183975447506006e-9;4.605293075211134e-6
Citrulline;1.4568097770067366e-9;5.678690756126045e-9;1.5577275939368795e-9;2.7766015306901942e-9;2.0876550470876678e-9;1.8441693345517134e-6;4.223026652419603e-9;6.170491600156752e-9;6.170491600156752e-9;2.1060564095861748e-9;2.302646537605567e-6
Citrulline;1.8501679105690932e-10;7.212013247616449e-10;1.9783348884654623e-10;3.5263210980607437e-10;2.6513498449985695e-10;2.342119731962343e-7;5.36330035746914e-10;7.83660690038969e-10;7.83660690038969e-10;2.674719821602818e-10;4.605293075211134e-7
Citrulline;6.298344426126923e-11;2.455114650934936e-10;6.734650647976177e-11;1.2004307666255593e-10;9.02572919061316e-11;7.973047567660764e-8;1.8257755265963904e-10;2.667738917579393e-10;2.667738917579393e-10;9.10528530065228e-11;2.302646537605567e-7
Citrulline;7.165547675272368e-7;1.5315148552011537e-6;7.02611175999289e-7;9.916800429282822e-7;8.382029896501409e-7;2.0940008453128862e-5;1.5315148552011537e-6;1.400234256472408e-6;1.400234256472408e-6;6.185490262333306e-7;9.210586150422268e-6
Citrulline;7.856404780504423e-7;2.70748827754932e-6;7.826152783441117e-7;7.857052937781733e-7;7.213357071456763e-7;6.757005742544646e-5;1.4501427468444471e-6;1.920388413894988e-6;1.2655425573091117e-6;8.120296531148109e-7;9.210586150422268e-6
Citrulline;3.587192435778496e-7;7.667018283638943e-7;3.5173884956983147e-7;4.964515358652764e-7;4.196183683901895e-7;1.0482916775143277e-5;7.667018283638943e-7;7.00980575493111e-7;7.00980575493111e-7;3.096559381942871e-7;4.605293075211134e-6
Citrulline;5.635649171930708e-7;1.9421675048167834e-6;5.613948451695143e-7;5.636114115772733e-7;5.174370585827396e-7;4.8470152546363354e-5;1.0402335417741183e-6;1.3775557238864341e-6;9.078139510887374e-7;5.8249471227803e-7;4.605293075211134e-6
Citrulline;1.852428479045115e-7;3.9592531686664623e-7;1.8163816795301556e-7;2.5636789215155224e-7;2.1669119509272667e-7;5.413384959237874e-6;3.9592531686664623e-7;3.619868196502449e-7;3.619868196502449e-7;1.5990652547527598e-7;2.302646537605567e-6
Citrulline;3.5297273247828756e-7;1.2164209484865119e-6;3.5161357006689315e-7;3.530018529031688e-7;3.2408187039596464e-7;3.0357890752216708e-5;6.515204627788919e-7;8.627925429125321e-7;5.685832476827604e-7;3.648288670469038e-7;2.302646537605567e-6
Citrulline;3.1813686936009486e-008;6.799638541148272e-8;3.11946176397929e-8;4.402873284240568e-8;3.721463970378673e-8;9.296970776764972e-7;6.799638541148272e-8;6.216777319927042e-8;6.216777319927042e-8;2.7462415947728252e-8;4.605293075211134e-7
Citrulline;1.3501806723964392e-8;2.8857832655506392e-8;1.3239072197058738e-8;1.868590215069839e-8;1.579398431854708e-8;3.945657188326219e-7;2.8857832655506392e-8;2.6384155344337746e-8;2.6384155344337746e-8;1.1655116649797967e-8;2.302646537605567e-7
Climbazole;3.247442166394119e-5;1.26586326522649e-4;3.472402747529671e-5;7.828745082064538e-6;1.3815652563736272e-5;5.485258610223412e-6;3.0011667534640555e-4;9.582863785694819e-6;9.11427573490367e-6;5.485258610223412e-6;5.3668337865629774e-6
Climbazole;1.8936116598233262e-5;7.381358361299283e-5;2.024788123517495e-5;4.5650090777883845e-6;8.05602669494438e-6;3.1985018144291577e-6;1.7500063330593403e-4;5.587850889809544e-6;5.3146131380138675e-6;3.1985018144291577e-6;2.6834168932814887e-6
Climbazole;1.0744011373500663e-5;4.188049739463629e-5;1.1488282993584181e-5;2.590103899997543e-6;4.570844396035397e-6;1.8147723000182416e-6;9.929220623748153e-5;3.170445914931728e-6;3.015415737665266e-6;1.8147723000182416e-6;1.3417084466407444e-6
Climbazole;2.6695937463142393e-6;1.0406161167420875e-5;2.8545249413271822e-6;6.435701651239633e-7;1.1357301468544306e-6;4.5092141237509526e-7;2.4671404712312597e-5;7.87769325003195e-7;7.492485549357591e-7;4.5092141237509526e-7;2.683416893281489e-7
Climbazole;1.365838765425741e-6;5.3240828651755395e-6;1.460454732905406e-6;3.292684817723143e-7;5.810712823919897e-7;2.3070399607908555e-7;1.2622580121079342e-5;4.0304480177486176e-7;3.833364993019497e-7;2.3070399607908555e-7;1.3417084466407445e-7
Climbazole;2.1016386497643945e-5;4.491897839834998e-5;2.0607424165667712e-5;7.346552308871274e-6;1.2015394335131752e-5;5.4817191260584e-6;4.1529250688242404e-5;8.887280265795069e-6;9.649695029156532e-6;5.4817191260584e-6;5.3668337865629774e-6
Climbazole;2.6376707126121085e-5;9.08998802117974e-5;2.627514055861183e-5;8.83427621021383e-6;1.3652807562920241e-5;1.737892203893884e-5;7.74367322425649e-6;1.1356097380033608e-5;1.1146958531075657e-5;7.827438199679104e-6;5.3668337865629774e-6
Climbazole;1.1181220117920805e-5;2.3897970519355736e-5;1.0963642379032293e-5;3.908541484166071e-6;6.392477074010219e-6;2.91640564280385e-6;2.2094554329290073e-5;4.728245596009019e-6;5.133868479431566e-6;2.91640564280385e-6;2.6834168932814887e-6
Climbazole;1.9614718940763434e-5;6.75965954953404e-5;1.9539190192389108e-5;6.5695025569288935e-6;1.0152745064747268e-5;5.8207796590672945e-6;5.758488849144042e-6;8.444824340969811e-6;8.28930076775462e-6;5.8207796590672945e-6;2.6834168932814887e-6
Climbazole;6.462860387427767e-6;1.381327309368642e-5;6.337098213441502e-6;2.259177233274279e-6;3.6949175871195756e-6;1.6857124986152888e-6;1.2770879961818748e-5;2.7329746523368564e-6;2.967428856606049e-6;1.6857124986152888e-6;1.3417084466407444e-6
Climbazole;1.2242808699752931e-5;4.219138647376524e-5;1.2195666346070923e-5;4.100449427795255e-6;6.336981731955605e-6;0.0011861582966683892;3.5942435674271735e-6;5.270958468573727e-6;5.1738861954034695e-6;3.6331232715894488e-6;1.3417084466407444e-6
Climbazole;1.509507681152751e-6;3.2263178510466194e-6;1.4801338503331918e-6;5.276681194207616e-7;8.630089688821593e-7;3.937259684310974e-7;2.9828497355360234e-6;6.38331324334888e-7;6.930919722534732e-7;3.937259684310974e-7;2.683416893281489e-7
Climbazole;8.00240075228442e-7;1.710378073638401e-6;7.846680335102833e-7;2.797343669417148e-7;4.5750967073826644e-007;2.087271913423336e-7;1.581307552497932e-6;3.3840060132475124e-7;3.674310365832601e-7;2.087271913423336e-7;1.3417084466407445e-7
Clotrimazole;2.7993708401820354e-6;1.0912036398995842e-5;2.9932921045968918e-6;5.275353816639089e-7;9.68934406716103e-7;0.0018363244756314288;0.0018363244756314288;9.03639420342116e-7;7.856718122866037e-7;4.9058173760552215e-6;4.212388188139451e-6
Clotrimazole;1.6721764317013035e-6;6.5181968127813544e-6;1.7880133773841244e-6;3.1511803275395185e-7;5.787833664330781e-7;0.0010969102289096692;0.0010969102289096692;5.397800533472924e-7;4.693132716465238e-7;2.930441396587823e-6;2.1061940940697254e-6
Clotrimazole;9.201515269415855e-7;3.5867798615510553e-6;9.838933309914446e-7;1.7340056557929736e-7;3.184881620714765e-7;6.035987608210525e-4;6.035987608210525e-4;2.9702573896152253e-7;2.582498564939936e-7;1.6125392479905358e-6;1.0530970470348627e-6
Clotrimazole;1.981094354708845e-7;7.722368683036775e-7;2.1183310211325372e-7;3.733329473616957e-8;6.857078225132946e-8;1.29955345675121e-4;1.29955345675121e-4;6.39499036224771e-8;5.560142192070714e-8;3.471811226090918e-7;2.1061940940697253e-7
Clotrimazole;1.015411458505951e-7;3.958106098745344e-7;1.0857522190469884e-7;1.913520936990293e-8;3.514600798857426e-8;6.660871390550861e-5;6.660871390550861e-5;3.277757303899734e-8;2.8498552223580225e-8;1.7794795550060602e-7;1.0530970470348627e-7
Clotrimazole;3.0341440788885324e-6;6.48497077993662e-6;2.9751020243377546e-6;8.595453200128791e-7;1.4942864978244134e-6;1.2028910108394393e-5;5.995594442010008e-6;1.7798517363026404e-6;1.1631672066834004e-6;6.812115291954827e-6;4.212388188139451e-6
Clotrimazole;3.833733104839027e-6;1.3211879645460408e-5;3.818970871238629e-6;1.0422889175920223e-6;1.6938872933736063e-6;2.591907679040333e-5;8.161341552653194e-4;1.990108486025105e-6;1.5685472907960061e-6;9.862978791755398e-6;4.212388188139451e-6
Clotrimazole;1.7033477955368763e-6;3.640618373723547e-6;1.6702019887300104e-6;4.82542881267625e-7;8.388822500815862e-7;6.752948107642443e-6;3.3658858347530973e-6;9.991966276447092e-7;6.529941379945075e-7;3.8242750719157865e-6;2.1061940940697254e-6
Clotrimazole;2.298023105802773e-6;7.919488359278518e-6;2.2891743015226434e-6;6.247706739223312e-7;1.015352929468394e-6;1.5536459037861005e-5;4.892085846735754e-4;1.1929143628092738e-6;9.402214025394222e-7;5.912084262435453e-6;2.1061940940697254e-6
Clotrimazole;8.433570306339497e-7;1.802533287317962e-6;8.269459669158706e-7;2.389153480960984e-7;4.1534514873243717e-7;3.3435017082294884e-6;1.6665084432481013e-6;4.947195770105747e-7;3.233087210277256e-7;1.8934649033092945e-6;1.0530970470348627e-6
Clotrimazole;8.465882741475338e-7;2.9175276633569673e-6;8.433283878892678e-7;2.301645815650439e-7;3.740545001652668e-7;5.723608265736668e-6;1.802237106977569e-4;4.394678665616441e-7;3.463761580475326e-7;2.1780029973204223e-6;1.0530970470348627e-6
Clotrimazole;1.07903592915042e-7;2.3062571483439785e-7;1.0580387396515989e-7;3.056810286236462e-8;5.314147178493723e-8;4.2778542673006217e-7;2.1322197138091268e-7;6.329705914080502e-8;4.1365840744144533e-8;2.4225999037682163e-7;2.1061940940697253e-7
Clotrimazole;4.721362038989999e-8;1.009111435326699e-7;4.6294880515285545e-8;1.3375187661447265e-8;2.325224960572047e-8;1.871791123940321e-7;9.329607053484101e-8;2.769586481169355e-8;1.809977823019127e-8;1.0600176428154509e-7;1.0530970470348627e-7
Corticosterone;1.9893962948081906e-7;7.754729909083e-7;2.1272080628575956e-7;3.6515233458116594e-007;2.573201305724948e-7;4.345036358069622e-6;3.6458688334240077e-7;1.8024543537999597e-7;2.625105844773344e-7;4.345036358069622e-6;4.384643074807871e-6
Corticosterone;9.042193497614144e-8;3.5246757291475144e-7;9.668574815505954e-8;1.6596884562443538e-7;1.1695700939727395e-7;1.9749036230924634e-6;1.6571183702701695e-7;8.192505977924173e-8;1.193161717557487e-7;1.9749036230924634e-6;2.1923215374039355e-6
Corticosterone;4.509434295303627e-8;1.7577918031765143e-7;4.82181705924073e-8;8.277035927269863e-8;5.832765571665515e-8;9.849046174738887e-7;8.264218645891265e-8;4.085686446665745e-8;5.950419409202862e-8;9.849046174738887e-7;1.0961607687019677e-6
Corticosterone;6.624096080588082e-9;2.5820936799185392e-8;7.0829681489524165e-9;1.215848322744514e-8;8.56799257558695e-9;1.4467674633060847e-7;1.2139655388345193e-8;6.001635195362826e-9;8.740819203731626e-9;1.4467674633060847e-7;2.1923215374039355e-7
Corticosterone;2.5649562515993713e-9;9.998280891382091e-9;2.742638876687584e-9;4.707959725341551e-9;3.3176641541796125e-9;5.6021156765710074e-8;4.700669284047223e-9;2.323929412690227e-9;3.3845853967022856e-9;5.6021156765710074e-8;1.0961607687019678e-7
Corticosterone;2.8129095421862335e-7;6.012119303960309e-7;2.7581725375094477e-7;3.511905855788598e-7;2.9935799060564615e-7;4.361577199704755e-6;5.558425829002395e-7;2.0780574683387594e-7;2.1844653783350465e-7;4.361577199704755e-6;4.384643074807871e-6
Corticosterone;2.1068532711537786e-7;7.260675453383461e-7;2.098740588476083e-7;2.832765324642497e-7;2.39741970666093e-7;4.982727522763526e-6;5.825331242042601e-7;1.232949118535146e-7;1.3724511637469347e-7;4.982727522763526e-6;4.384643074807871e-6
Corticosterone;1.3431299740341957e-7;2.8707135880177105e-7;1.3169937223817158e-7;1.6768921823308265e-7;1.4293978676491345e-7;2.0825998785707617e-6;2.6540804911830007e-7;9.922470778502605e-8;1.0430555561347299e-7;2.0825998785707617e-6;2.1923215374039355e-6
