Compound_name;mean_c;median_c;Linear_6tR_st_61_c_pred;MLR_3tR_st61_c_pred;MLR_2tR_st61_c_pred;knn_st61_1tR_c_pred;knn_st20_1tR_c_pred;knn_3tR_st61_c_pred;knn_2tR_st61_c_pred;Cosine_c_pred;conc_M
Imazalil;1.2683364514640069e-5;4.94401575021353e-5;1.3561981255376562e-5;2.8555232492297945e-6;4.521680116943007e-6;3.5476739355762165e-6;7.385360370495988e-6;3.5597148620226635e-6;3.559714862022663e-6;3.5476739355762165e-6;1.249822135454006e-6
Imazalil;2.7056125400395185e-6;1.05465635687521e-5;2.893038870717106e-6;6.09139594038528e-7;9.645638120963153e-7;7.567890268380222e-7;2.500427717220375e-5;7.593575946300774e-7;7.593575946300773e-7;7.567890268380222e-7;2.499644270908012e-7
Imazalil;1.3870541829274696e-6;5.406781236065087e-6;1.4831398094204995e-6;3.122803466476912e-7;4.944914508154661e-7;3.8797402426807045e-7;1.2818645216020652e-5;3.8929082135094134e-7;3.892908213509413e-7;3.8797402426807045e-7;1.249822135454006e-7
Imazalil;2.0367480426936023e-5;4.353205121293897e-5;1.9971145296117327e-5;6.738104714056085e-6;1.0285226111543342e-5;9.570742391728302e-6;9.570742391728302e-6;1.0145605345773596e-5;7.905928487030551e-6;1.8068447543997003e-5;4.999288541816024e-6
Imazalil;3.1914161415484894e-5;1.0998315429808385e-4;3.1791272238514915e-5;9.998974877956686e-6;1.4202707454803958e-5;9.446977969005394e-4;2.46491477036706e-4;1.2248413540835102e-5;1.1144421070703951e-5;2.1027405753334666e-5;4.999288541816024e-6
Imazalil;1.1264739055153135e-5;2.4076478149000474e-5;1.1045536103512727e-5;3.726675550391457e-6;5.6884988148341385e-6;5.293335913279195e-6;5.293335913279195e-6;5.611278095328902e-6;4.372569386506991e-6;9.99320202835063e-6;2.499644270908012e-6
Imazalil;1.871863411313073e-5;6.450849192342951e-5;1.8646555843229877e-5;5.864705320317233e-6;8.330323357119931e-6;5.540942209774558e-4;1.4457480836129816e-4;7.184070060696119e-6;6.536544630120038e-6;1.2333218144783623e-5;2.499644270908012e-6
Imazalil;6.387218712131901e-6;1.3651601781683716e-5;6.262928465583165e-6;2.113061979772703e-6;3.225435218353119e-6;3.001373935904019e-6;3.001373935904019e-6;3.181650304901217e-6;2.479290187624581e-6;5.66624461313169e-6;1.249822135454006e-6
Imazalil;9.817004634170934e-6;3.3831537083758315e-5;9.779203120162851e-6;3.075750023192898e-6;4.368845638348292e-6;2.9059521662893614e-4;7.582238934151907e-5;3.7676920576480482e-6;3.428096758424277e-6;6.46816743945276e-6;1.249822135454006e-6
Imazalil;1.266366617453981e-6;2.706644871618816e-6;1.24172412027356e-6;4.1894778813707084e-7;6.394932867297174e-7;5.950696117084559e-7;5.950696117084559e-7;6.308122386487612e-7;4.915582932247881e-7;1.1234221572480637e-6;2.499644270908012e-7
Imazalil;5.951290370689508e-7;1.27198785401705e-6;5.835482946395244e-7;1.96884527987206e-7;3.005298929220591e-7;2.796529852603424e-7;2.796529852603424e-7;2.964502340665883e-7;2.3100783744463784e-7;5.279522828935115e-7;1.249822135454006e-7
Imidazole;2.1295850729546675e-6;8.301190216487515e-6;2.2771081606780212e-6;3.4346556097196495e-6;2.4762172072032015e-6;0.0026958327359193107;6.173279904917139e-6;9.020111624652569e-6;9.020111624652569e-6;2.5152862813422616e-5;2.3626894371545235e-5
Imidazole;1.3239830533109807e-6;5.160927970673439e-6;1.4156995433438668e-6;2.1353576708344586e-6;1.539487508759352e-6;0.001676024546869146;3.837986132254177e-6;5.607888166422923e-6;5.607888166422923e-6;1.563777119315693e-5;1.1813447185772618e-5
Imidazole;7.930701549064877e-7;3.0914126392536537e-6;8.480086307245581e-7;1.2790861896263787e-6;9.22158024602456e-7;0.0010039441544878913;2.2989661754536354e-6;3.359143250150543e-6;3.359143250150543e-6;9.36707580322495e-6;5.906723592886309e-6
Imidazole;2.0478487124910037e-7;7.982579288739568e-7;2.1897096642292762e-7;3.3028288738217095e-7;2.3811766357770152e-7;2.5923630229450706e-4;5.936341058021803e-7;8.673907519196396e-7;8.673907519196396e-7;2.4187461859161343e-6;1.1813447185772619e-6
Imidazole;1.0334751391235324e-7;4.0285188992109185e-7;1.1050672279041395e-7;1.6668182122311472e-7;1.2016936797757547e-7;1.3082718071189684e-4;2.9958565119593873e-7;4.377407239835609e-7;4.377407239835609e-7;1.2206536721912127e-6;5.906723592886309e-7
Imidazole;2.5036821584883544e-6;5.351197971453388e-6;2.454962475198486e-6;3.2243500213607105e-6;2.6680078491101017e-6;7.316555263963304e-5;5.351197971453388e-6;6.694546289372045e-6;4.892496267566761e-6;1.142546942951892e-5;2.3626894371545235e-5
Imidazole;1.8574269392738462e-6;6.401097964004554e-6;1.850274701592349e-6;1.7496698588565831e-6;1.5534218226789441e-6;1.5975048187658026e-4;3.4284565001862215e-6;4.540220716082941e-6;2.992021038142761e-6;6.563270295704136e-6;2.3626894371545235e-5
Imidazole;1.521188216338414e-6;3.251283023234749e-6;1.4915870915019315e-6;1.9590518873233566e-6;1.6210292857680885e-6;4.44539560023451e-5;3.251283023234749e-6;4.067475136410043e-6;2.9725848568556814e-6;6.941891327297167e-6;1.1813447185772618e-5
Imidazole;8.514734651069586e-7;2.934363095880829e-6;8.481947678547728e-7;8.020759395770628e-7;7.121127804070244e-7;7.323211130400421e-5;1.5716579072139997e-6;2.0813079555015435e-6;1.371589087652794e-6;3.0087054208988462e-6;1.1813447185772618e-5
Imidazole;9.282317485361233e-7;1.9839386692774716e-6;9.101690896419187e-7;1.1954169374387304e-6;9.891549462423866e-7;2.712588282384177e-5;1.9839386692774716e-6;2.481980544843481e-6;1.8138765536803958e-6;4.235954404376804e-6;5.906723592886309e-6
Imidazole;2.9288404779210755e-8;1.0093422478002875e-7;2.9175626382460078e-8;2.75892623137092e-8;2.4494770789351874e-8;2.5189883262403995e-6;5.4060819094519416e-8;7.15914146112157e-8;4.717898799685696e-8;1.0349140148204357e-7;5.906723592886309e-6
Imidazole;2.4670586722300245e-7;5.272921451924466e-7;2.419051653143728e-7;3.1771847139358066e-7;2.6289806313509606e-7;7.209529793394045e-6;5.272921451924466e-7;6.596619472582088e-7;4.820929567609788e-7;1.1258339380192052e-6;1.1813447185772619e-6
Imidazole;1.2282245065380782e-7;2.625122548240771e-7;1.2043242248012305e-7;1.5817605683154534e-7;1.308837310999361e-7;3.589262498106229e-6;2.625122548240771e-7;3.2841252572270335e-7;2.4000985083504656e-7;5.604961278515275e-7;5.906723592886309e-7
Iminostilbene;1.0009989205903374e-6;3.901925568434878e-6;1.0703412790847775e-6;1.7466655870237054e-6;1.2770687919095482e-6;7.869598893284302e-6;9.250864301195171e-6;8.60885144098641e-6;8.60885144098641e-6;7.869598893284302e-6;7.934831953907138e-6
Iminostilbene;4.1872260392350356e-7;1.6321940021345913e-6;4.477288419061235e-7;7.30638512927484e-7;5.342039426200863e-7;3.2918906031249243e-6;3.869680485224706e-6;3.601123455792097e-6;3.601123455792097e-6;3.2918906031249243e-6;3.967415976953569e-6
Iminostilbene;1.9025761295517997e-7;7.416302148871364e-7;2.0343735903927568e-7;3.319847987669211e-7;2.4272959234059285e-7;1.4957569579275828e-6;1.7582909666672741e-6;1.6362650266214944e-6;1.6362650266214944e-6;1.4957569579275828e-6;1.9837079884767846e-6
Iminostilbene;2.9856738351949287e-8;1.1638251387607508e-7;3.1925008968119965e-8;5.209769595891817e-8;3.8091058834505805e-8;2.347260823748056e-7;2.7592500779849346e-7;2.5677572642410893e-7;2.5677572642410893e-7;2.347260823748056e-7;3.9674159769535694e-7
Iminostilbene;1.5703894619366077e-8;6.121427973486158e-8;1.6791753025659652e-8;2.7402079812151033e-8;2.0034940415321643e-8;1.2346002495580466e-7;1.4512962515319112e-7;1.3505758402146812e-7;1.3505758402146812e-7;1.2346002495580466e-7;1.9837079884767847e-7
Iminostilbene;8.885615669982766e-6;1.8991503528960174e-5;8.712708585986757e-6;1.0500324145141258e-5;9.207606649062206e-6;7.864441031081326e-6;1.2461317395003326e-4;2.7428687599274185e-5;2.7428687599274185e-5;7.864441031081326e-6;7.934831953907138e-6
Iminostilbene;2.6690499463498137e-7;9.198127698140047e-7;2.658772460222933e-7;4.1415497636406925e-7;3.450200720891654e-7;7.900710820215238e-6;2.061461227182023e-6;5.823227569168483e-6;6.283658578834056e-6;7.900710820215238e-6;7.934831953907138e-6
Iminostilbene;3.595225465166101e-6;7.684187527912957e-6;3.525265208659613e-6;4.24855566133028e-6;3.7255068334511203e-6;3.1820460972397167e-6;5.0419967835633556e-5;1.1097972250378399e-5;1.1097972250378399e-5;3.1820460972397167e-6;3.967415976953569e-6
Iminostilbene;1.4056438016652182e-7;4.844154828761367e-7;1.400231207310921e-7;2.181129567287086e-7;1.8170335345184274e-7;4.160875748456054e-6;1.0856597870431182e-6;3.0667780306929083e-6;3.3092620635286302e-6;4.160875748456054e-6;3.967415976953569e-6
Iminostilbene;1.6350758083509212e-6;3.494698525991296e-6;1.6032585206541958e-6;1.9322044332350514e-6;1.6943265884829681e-6;1.4471655936643041e-6;2.2930542316368244e-5;5.0472567365132415e-6;5.0472567365132415e-6;1.4471655936643041e-6;1.9837079884767846e-6
Iminostilbene;6.393967080205637e-8;2.2035003796713127e-7;6.369346368984996e-8;9.921482693108566e-8;8.26528925007673e-8;4.938429586807978e-7;4.938429586807978e-7;1.395010439153814e-6;1.5053111370682046e-6;1.892691628486289e-6;1.9837079884767846e-6
Iminostilbene;2.4929519371372174e-7;5.3282639346657e-7;2.444441055505373e-7;2.945975201991757e-7;2.583289856854868e-7;2.2064507661711227e-7;3.496152263719898e-6;7.695403720277582e-7;7.695403720277582e-7;2.2064507661711227e-7;3.9674159769535694e-7
Iminostilbene;1.1263804814701496e-7;2.4074481367742636e-7;1.1044620042644614e-7;1.331068167414874e-7;1.1671975016423992e-7;9.969318057507393e-8;1.5796524639877227e-6;3.476983418102834e-7;3.476983418102834e-7;9.969318057507393e-8;1.9837079884767847e-7
Irbesartan;6.69220572510543e-6;2.608643035560453e-5;7.155795963779344e-6;5.120205917004539e-6;1.6744357448491946e-5;3.747791395862984e-5;3.896785501697977e-6;6.756387907081446e-6;6.739863656040089e-6;3.6867286407915124e-6;3.6071252737108544e-6
Irbesartan;3.478228354274159e-6;1.355824453875891e-5;3.719176223953543e-6;2.6611921587283447e-6;8.702765761213783e-6;1.916152105846036e-6;2.0253277288956663e-6;3.5115866063001972e-6;3.5029982393452517e-6;1.916152105846036e-6;1.8035626368554272e-6
Irbesartan;2.126961012388369e-6;8.290961545101212e-6;2.274302323143979e-6;1.6273376534158057e-6;5.321802247774754e-6;1.1717404401962813e-6;1.2385020987413341e-6;2.1473598172608614e-6;2.142107970684771e-6;1.1717404401962813e-6;9.017813184277136e-7
Irbesartan;4.478816771161618e-7;1.745856995072883e-6;4.789078562446708e-7;3.4267422543289494e-7;1.1206306566651343e-6;2.467375144364494e-7;2.6079575218601606e-7;4.52177125356277e-7;4.5107122551196596e-7;2.467375144364494e-7;1.8035626368554273e-7
Irbesartan;2.3732810799320858e-7;9.25112498763581e-7;2.5376857601645764e-7;1.815797111944246e-7;5.938111941037164e-7;1.3074378896049835e-7;1.3819311126433985e-7;2.396042238869715e-7;2.3901821840585814e-7;1.3074378896049835e-7;9.017813184277137e-8
Irbesartan;9.188442357554813e-6;1.9638744453988727e-5;9.009642504678294e-6;7.424699818836222e-6;1.2342218678149834e-5;3.6242048219525194e-6;1.81567428893705e-5;6.911761527922391e-6;6.911761527922391e-6;3.6242048219525194e-6;3.6071252737108544e-6
Irbesartan;1.1097212691419777e-5;3.824341300495148e-5;1.1054481587927656e-5;9.137786288550192e-6;1.7087518987302106e-5;3.789866282341713e-6;0.03123781576066624;7.5417869260526115e-6;7.294333751559358e-6;3.789866282341713e-6;3.6071252737108544e-6
Irbesartan;5.0189262103183534e-6;1.0727107538181043e-5;4.921261858398554e-6;4.055531838197174e-6;6.741587138141593e-6;1.979619163361678e-6;9.91760618779388e-6;3.775353834966122e-6;3.7753538349661223e-6;1.979619163361678e-6;1.8035626368554272e-6
Irbesartan;6.0892229794305914e-006;2.0984789222041267e-5;6.0657757206858955e-6;5.014053510246524e-6;9.376202490863894e-6;2.079561913168291e-6;0.017140702881556828;4.138302430807362e-6;4.002520807227018e-6;2.079561913168291e-6;1.8035626368554272e-6
Irbesartan;2.566677563873298e-6;5.485840016316753e-6;2.5167320396001138e-6;2.0739979315245313e-6;3.447645916130585e-6;1.0123767273501624e-6;5.0718612354189e-6;1.930714973248413e-6;1.9307149732484136e-6;1.0123767273501624e-6;9.017813184277136e-7
Irbesartan;3.107351908141937e-6;1.0708611763986323e-5;3.0953866895176315e-6;2.558689145597236e-6;4.784709116340416e-6;6.862736279707971e-5;0.00874696098103476;2.1117902888884094e-6;2.0425004486989075e-6;1.061207760138067e-6;9.017813184277136e-7
Irbesartan;5.479439013064723e-7;1.1711375915670521e-6;5.37281344463241e-7;4.4276481545509966e-7;7.360163115919823e-7;2.1612596041826407e-7;1.0827598570763384e-6;4.121762350063463e-7;4.121762350063463e-7;2.1612596041826407e-7;1.8035626368554273e-7
Irbesartan;3.0787314133952874e-7;6.580268680732907e-7;3.0188217244251224e-7;2.4877618727712644e-7;4.1354535270247817e-7;1.2143465453368964e-7;6.083700862800239e-7;2.3158938707838252e-7;2.3158938707838255e-7;1.2143465453368964e-7;9.017813184277137e-8
Irgarol;3.5774649728961185e-5;1.3945072028340703e-4;3.8252872767459234e-5;1.3178917442367991e-5;2.0822245362341496e-5;1.3945072028340703e-4;3.3061617076493295e-4;1.378812367173787e-5;1.2398010460182595e-5;6.932280593657523e-6;6.254481192873856e-6
Irgarol;2.172644393727827e-5;8.469036815747726e-5;2.323150336673261e-5;8.00374044567735e-6;1.2645640137377283e-5;8.469036815747726e-5;2.007878135300618e-4;8.37371988891227e-6;7.529484739549634e-6;4.2100707293201985e-6;3.127240596436928e-6
Irgarol;1.2490735210018454e-5;4.8689282357844795e-5;1.3356007910094318e-5;4.601425013926817e-6;7.270096430559647e-6;4.8689282357844795e-5;1.1543478626519979e-4;4.8141296457542185e-6;4.328770986227533e-6;2.4204089195268274e-6;1.563620298218464e-6
Irgarol;2.833064206702166e-6;1.1043374211262425e-5;3.0293195170905643e-6;1.0436641468729704e-6;1.6489541752651794e-6;1.1043374211262425e-5;2.6182138655372964e-5;1.0919083750066866e-6;9.81822601623619e-7;5.489808053887956e-7;3.127240596436928e-7
Irgarol;1.3562854547072645e-6;5.286843756732103e-6;1.4502396341639626e-6;4.996379886677538e-7;7.894111817516211e-7;5.286843756732103e-6;1.2534291932884634e-5;5.227341630278491e-7;4.700323100813333e-7;2.628160277839331e-7;1.563620298218464e-7
Irgarol;3.113100703490589e-5;6.653727236490368e-5;3.052522215199128e-5;1.5157627083856303e-5;2.1722203142237674e-5;1.1080655794664135e-5;1.9257266011458766e-5;1.3124978653670711e-5;1.3687057821864904e-5;6.949618694655037e-6;6.254481192873856e-6
Irgarol;3.510746241236542e-5;1.2098796535007433e-4;3.4972277059844566e-5;1.7182226838219543e-5;2.4024976634033044e-5;1.0306848210973206e-5;1.0306848210973206e-5;1.7770140609435514e-5;2.0047130563899173e-5;8.079163263924774e-6;6.254481192873856e-6
Irgarol;1.809205469308952e-5;3.866871281757976e-5;1.7739997555276753e-5;8.808986420230408e-6;1.2624046721749523e-5;6.439619201768263e-6;1.119152713331874e-5;7.627695158771814e-6;7.954352341477575e-6;4.038831168514315e-6;3.127240596436928e-6
Irgarol;2.088593941897593e-5;7.197749826079083e-5;2.080551568883219e-5;1.0221956363891367e-5;1.4292807626676822e-5;6.1316937352654075e-6;6.1316937352654075e-6;1.0571714807408879e-5;1.1926329210692961e-5;4.806411597179845e-6;3.127240596436928e-6
Irgarol;1.0064212550452173e-5;2.1510555404034083e-5;9.868370899243541e-6;4.900245615613171e-6;7.022479845976524e-6;3.5822186860469637e-6;6.22560067082344e-6;4.243119239367353e-6;4.424831453576963e-6;2.246713047514998e-6;1.563620298218464e-6
Irgarol;1.2158011598580077e-5;4.1899157185929433e-5;1.2111195765963026e-5;5.950350689969792e-6;8.320052903319727e-6;3.598918556041682e-4;3.569348835923842e-6;6.153950208654774e-6;6.942491116312881e-6;2.7978826699540234e-6;1.563620298218464e-6
Irgarol;2.2373543089713577e-6;4.781967151460897e-6;2.19381715591431e-6;1.0893634835462165e-6;1.561152992774798e-6;7.963556386281606e-7;1.3840004289432452e-6;9.432790758429772e-7;9.83675142938791e-7;4.994621380143654e-7;3.127240596436928e-7
Irgarol;1.1797660348270444e-6;2.521550745150406e-6;1.1568087167912676e-6;5.744257993985649e-7;8.232023281511803e-7;4.199215700120617e-7;7.297890600992889e-7;4.973948965437797e-7;5.186959071656274e-7;2.6336841855966827e-7;1.563620298218464e-7
Ketoconazole;1.0315763268458532e-5;4.021117268676127e-5;1.1030368788995327e-5;2.551895570064853e-6;4.132463581220621e-6;1.245031032473281e-4;6.006736552146931e-6;2.895223564492927e-6;2.895223564492927e-6;2.8854303155004303e-6;2.8818988440907265e-6
Ketoconazole;5.529699298068915e-6;2.155494340010557e-5;5.912759042895626e-6;1.3679273918275372e-6;2.2151808227551206e-6;1.5467165710398968e-6;3.2198729295825637e-6;1.5519661798832097e-6;1.5519661798832097e-6;1.5467165710398968e-6;1.4409494220453632e-6
Ketoconazole;2.89476563612966e-6;1.1283888341837245e-5;3.095295199517709e-6;7.161020867745343e-7;1.159634363077266e-6;8.096971891839015e-7;1.6855848766522893e-6;8.124453290851166e-7;8.124453290851166e-7;8.096971891839015e-7;7.204747110226816e-7
Ketoconazole;5.670637617832199e-7;2.210432544452605e-6;6.063460605449288e-7;1.4027924681671624e-7;2.2716402876016062e-7;1.586138540105831e-7;3.301939504288557e-7;1.5915219484579256e-7;1.5915219484579256e-7;1.586138540105831e-7;1.4409494220453632e-7
Ketoconazole;2.7531743249610435e-7;1.0731960916190052e-6;2.9438954107805436e-7;6.810754745571274e-8;1.1029133118477705e-7;7.700925713747115e-8;1.6031380734318787e-7;7.727062918510753e-8;7.727062918510753e-8;7.700925713747115e-8;7.204747110226816e-8
Ketoconazole;3.181982213110983e-6;6.800949835533788e-6;3.1200633448827722e-6;1.1380191598951943e-6;1.746288643693074e-6;2.82280760793034e-6;1.495223337319198e-6;1.5850333509490351e-6;1.49607994847861e-6;2.82280760793034e-6;2.8818988440907265e-6
Ketoconazole;4.982874510706198e-6;1.717207132671458e-5;4.963687374951842e-6;1.696647619552074e-6;2.443549308977883e-6;3.2830856117601117e-6;1.462872213119201e-6;1.9123895136910206e-6;2.137634576321322e-6;3.2830856117601117e-6;2.8818988440907265e-6
Ketoconazole;1.7412615583225341e-6;3.721652641520252e-6;1.7073779795468972e-6;6.227530146444889e-7;9.556135394060073e-7;1.5447120835486744e-6;8.182242212583474e-7;8.673705438373051e-7;8.186929806612656e-7;1.5447120835486744e-6;1.4409494220453632e-6
Ketoconazole;3.1760948105475987e-6;1.0945514784678309e-5;3.163864889411165e-6;1.081446801080199e-6;1.5575235264076328e-6;2.0926457513008806e-6;9.324378598335781e-7;1.2189611432375543e-6;1.3625328252023446e-6;2.0926457513008806e-6;1.4409494220453632e-6
Ketoconazole;8.718584701333658e-7;1.8634503029685677e-6;8.548927908459706e-7;3.118155845247888e-7;4.78480532992348e-7;7.734451539013468e-7;4.096890064348556e-7;4.342968187486184e-7;4.0992371663903807e-7;7.734451539013468e-7;7.204747110226816e-7
Ketoconazole;1.6073397372381294e-6;5.539242972065941e-6;1.6011504893099515e-6;5.472923576817173e-7;7.882225201100403e-7;4.769872296402186e-7;4.7188277240293867e-7;6.168848225715073e-7;6.895427510432126e-7;1.0590340882955316e-6;7.204747110226816e-7
Ketoconazole;9.59475284470587e-8;2.0507164531693687e-7;9.408046509696928e-8;3.4315127616816e-8;5.2656510343501654e-8;8.511719900460155e-8;4.508604199640635e-8;4.779411773676529e-8;4.511187172079862e-8;8.511719900460155e-8;1.4409494220453632e-7
Ketoconazole;4.4650490569814175e-8;9.543288621981032e-8;4.378162718317247e-8;1.5969012509811892e-8;2.450442503924569e-8;3.961044909646617e-8;2.098140437355372e-8;2.2241644342881942e-8;2.099342458797784e-8;3.961044909646617e-8;7.204747110226816e-8
L-lysine;8.729516781453007e-9;3.4027933526186886e-8;9.334237995124001e-9;1.351221263563363e-8;1.0903279595916838e-8;1.1050658368649707e-5;2.530528186498419e-8;3.69749097126866e-8;3.69749097126866e-8;1.1050658368649707e-5;1.0906881197956642e-5
L-lysine;5.478867276062601e-9;2.1356798564699845e-8;5.8584057260902324e-9;8.480609120754826e-9;6.843176234765957e-9;6.935674909701546e-6;1.588224001312078e-8;2.3206395947438545e-8;2.3206395947438545e-8;6.935674909701546e-6;5.453440598978321e-6
L-lysine;2.5297595457647062e-9;9.861083014745055e-9;2.7050039838143445e-9;3.915754990244379e-9;3.1597024587334723e-9;3.202411908351141e-6;7.3333129380335436e-9;1.071509834292202e-8;1.071509834292202e-8;3.202411908351141e-6;2.7267202994891604e-6
L-lysine;9.683389768923627e-10;3.774616071134306e-9;1.0354188778778798e-9;1.4988690080693856e-9;1.2094679319608478e-9;1.2258162148700474e-6;2.80703862133283e-9;4.101515254308371e-9;4.101515254308371e-9;1.2258162148700474e-6;5.453440598978321e-7
L-lysine;2.6731910367030924e-10;1.042018351954996e-9;2.8583714273890993e-10;4.1377692039432545e-10;3.338850249809731e-10;3.157347798600726e-9;7.749094750174886e-10;1.1322619533404241e-9;1.1322619533404241e-9;3.383981226029039e-7;2.7267202994891605e-7
L-lysine;3.693675105295004e-7;7.89460701457263e-7;3.6217990963153757e-7;4.668768720150965e-7;4.070742052037265e-7;1.0794092989556316e-5;7.89460701457263e-7;7.217885706854641e-7;7.217885706854641e-7;1.0794092989556316e-5;1.0906881197956642e-5
L-lysine;1.1872859024336113e-7;4.091645928065555e-7;1.1827141204751693e-7;1.10070878172049e-7;1.0241922900693165e-7;1.0211410797842225e-5;2.1915037322379675e-7;2.902154553788114e-7;1.9125298138297e-7;1.0211410797842225e-5;1.0906881197956642e-5
L-lysine;1.9598921419907104e-7;4.1889386074549957e-7;1.921754184216653e-7;2.4772842403704304e-7;2.1599667356833693e-7;5.727427948338413e-6;4.1889386074549957e-7;3.829865127653573e-7;3.829865127653573e-7;5.727427948338413e-6;5.453440598978321e-6
L-lysine;4.610247270851345e-8;1.5887916663113097e-7;4.592494979466741e-8;4.274067136253854e-8;3.976952560828608e-8;3.965104669886068e-6;8.509638731413785e-8;1.1269105515163478e-7;7.426379220503912e-8;3.965104669886068e-6;5.453440598978321e-6
L-lysine;9.988597575245615e-8;2.134894115896508e-7;9.7942273319118e-8;1.2625488324793508e-7;1.1008278484520987e-7;2.9189857794449084e-6;2.134894115896508e-7;1.9518921836556628e-7;1.9518921836556628e-7;2.9189857794449084e-6;2.7267202994891604e-6
L-lysine;2.5922117310929268e-8;8.933326465403062e-8;2.5822301194184508e-8;2.403187143588949e-8;2.236128015813837e-8;2.2294662816192e-6;4.784729332502829e-8;6.336299508277001e-8;4.1756431280051646e-8;2.2294662816192e-6;2.7267202994891604e-6
L-lysine;1.5765505516910755e-8;3.369610669429645e-8;1.5458721194034754e-8;1.9927442700416318e-8;1.737491913874987e-8;4.607181945508616e-7;3.369610669429645e-8;3.08076952325128e-8;3.08076952325128e-8;4.607181945508616e-7;5.453440598978321e-7
L-lysine;6.302701051947453e-9;1.347095955032154e-8;6.180055452512819e-9;7.966551655182647e-9;6.946109087072203e-9;1.8418496294535815e-7;1.347095955032154e-8;1.231623641511261e-8;1.231623641511261e-8;1.8418496294535815e-7;2.7267202994891605e-7
Metazachlor;1.028819534859587e-5;4.010371206001329e-5;1.1000891152206161e-5;1.8342644643393457e-5;1.3130855385693607e-5;5.990684106235145e-6;5.990684106235145e-6;1.0895040295385233e-5;1.0895040295385233e-5;5.990684106235145e-6;5.839819436135655e-6
Metazachlor;6.047366025641568e-6;2.3572824737132907e-5;6.4662861805702375e-6;1.0781743763449521e-5;7.7182718695066e-6;3.5213036209836073e-6;3.5213036209836073e-6;6.404067409091399e-6;6.404067409091399e-6;3.5213036209836073e-6;2.9199097180678275e-6
Metazachlor;3.6605924330874495e-6;1.4269105506986533e-5;3.914173238796497e-6;6.526406615479172e-6;4.672025387950642e-6;2.1315159914119e-6;2.1315159914119e-6;3.876510963500821e-6;3.876510963500821e-6;2.1315159914119e-6;1.4599548590339138e-6
Metazachlor;8.515477924650845e-7;3.3193603267866135e-6;9.105371990325154e-7;1.5182097564064013e-6;1.0868330681912755e-6;4.958453502456519e-7;4.958453502456519e-7;9.017759867496731e-7;9.017759867496731e-7;4.958453502456519e-7;2.9199097180678277e-7
Metazachlor;4.302609618295889e-7;1.6771708875291885e-6;4.6006649832682567e-7;7.671047894558049e-7;5.491433897262496e-7;2.5053543583012826e-7;2.5053543583012826e-7;4.556397266799912e-7;4.556397266799912e-7;2.5053543583012826e-7;1.4599548590339139e-7
Metazachlor;9.646342301619584e-6;2.0617428287118507e-005;9.45863207640301e-6;1.1745019925319551e-5;1.0125985368870768e-5;5.9671111677045455e-6;5.9671111677045455e-6;6.751360485178433e-6;6.751360485178433e-6;5.9671111677045455e-6;5.839819436135655e-6
Metazachlor;1.3997693902976948e-5;4.8239103271611704e-5;1.3943794160451368e-5;1.9745239961059474e-5;1.6614264487018814e-5;7.027635285003197e-6;7.027635285003197e-6;8.937051420914504e-6;1.2345175604450626e-5;7.027635285003197e-6;5.839819436135655e-6
Metazachlor;5.151163591172671e-6;1.1009742616990399e-5;5.050926003951233e-6;6.271861097728808e-6;5.407293824532508e-6;3.1864477571357565e-6;3.1864477571357565e-6;3.605238258681119e-6;3.605238258681119e-6;3.1864477571357565e-6;2.9199097180678275e-6
Metazachlor;8.598138297214007e-6;2.9631058096983816e-5;8.565030169287263e-6;1.2128590971742832e-5;1.0205377025389748e-5;4.3167524952083515e-6;4.3167524952083515e-6;5.489618834284807e-6;7.583072460806175e-6;4.3167524952083515e-6;2.9199097180678275e-6
Metazachlor;3.027132822153507e-6;6.4699854022237955e-6;2.968227201137807e-6;3.685721924548791e-6;3.177650316390744e-6;1.8725479051437374e-6;1.8725479051437374e-6;2.118654333409102e-6;2.118654333409102e-6;1.8725479051437374e-6;1.4599548590339138e-6
Metazachlor;5.1697631822388105e-6;1.7816130411649894e-5;5.149856409996731e-6;7.29250227092381e-6;6.136140241407955e-6;2.5955139758332025e-6;2.5955139758332025e-6;3.3007179406739836e-6;4.559439201952285e-6;2.5955139758332025e-6;1.4599548590339138e-6
Metazachlor;6.84204739516223e-7;1.4623721312806713e-6;6.708906540594718e-7;8.330616981388791e-7;7.182253091402411e-7;4.232408113361435e-7;4.232408113361435e-7;4.788667764118289e-7;4.788667764118289e-7;4.232408113361435e-7;2.9199097180678277e-7
Metazachlor;3.69244414846516e-7;7.891976052144561e-7;3.6205920929361284e-7;4.4957797205238717e-7;3.8760427790804315e-7;2.2841014786228832e-7;2.2841014786228832e-7;2.58429783416358e-7;2.58429783416358e-7;2.2841014786228832e-7;1.4599548590339139e-7
Methomyl;2.4109332591485748e-6;9.397894377462392e-6;2.5779462248203615e-6;4.4312905570744506e-6;3.1552850940856647e-6;3.0294857181339913e-6;6.081973436425529e-6;4.809773478291053e-6;4.809773478291053e-6;6.081973436425529e-6;9.838557331327236e-6
Methomyl;1.3204779848337136e-6;5.1472651024832345e-6;1.411951667696783e-6;2.4270359218009937e-6;1.7281625224604908e-6;1.6592616908760162e-6;3.3311216711073785e-6;2.6343325623054986e-6;2.6343325623054986e-6;3.3311216711073785e-6;4.919278665663618e-6
