conc_M;mean_c;median_c;Linear_6tR_st_61_c_pred;MLR_6tR_st_61_c_pred;MLR_3tR_st61_c_pred;MLR_2tR_st61_c_pred;knn_st20_1tR_c_pred;knn_st61_1tR_c_pred;knn_st20_1tR_k_lagrer_than_one_c_pred;knn_3tR_st61_c_pred;knn_2tR_st61_c_pred;knn_6tR_st61_c_pred;knn_6tR_st20_k_larger_than_one_c_pred;Cosine_c_pred
0.0029925266951100113;0.0016416780307975402;0.0023975562925358487;0.001458918079247569;0.001180412929246647;0.001097888725142185;0.001097888725142185;0.008643305008168213;0.008643305008168213;0.002600307541175335;9.716171952254012e-4;9.716171952254012e-4;0.001165882171208192;0.002600307541175335;0.008643305008168213
0.005985053390220023;0.002668501372884177;0.0038971601849912487;0.0023714302222259584;0.0019187279498006364;0.001784587181746411;0.001784587181746411;0.014049448703013074;0.014049448703013074;0.004226726625668783;0.0015793363684822367;0.0015793363684822367;0.001895108612118553;0.004226726625668783;0.014049448703013074
0.014962633475550057;0.004046217781724604;0.005909218934258034;0.003595772230358255;0.002909345008274912;0.0027059489124473222;0.0027059489124473222;0.02130301664567536;0.02130301664567536;0.006408936718209502;0.002394729477156073;0.002394729477156073;0.002873531279605733;0.006408936718209502;0.02130301664567536
0.029925266951100114;0.0058855064764532115;0.008595371822406453;0.005230301948948462;0.004231845593130817;0.003935991760278462;0.003935991760278462;0.030986726172379447;0.030986726172379447;0.009322246254902184;0.0034833013464609323;0.0034833013464609323;0.004179752022443539;0.009322246254902184;0.030986726172379447
0.05985053390220023;0.008197530046607265;0.011971921033107112;0.007284939291269236;0.0058942559219131285;0.005482180819470519;0.005482180819470519;0.0431593474343009;0.0431593474343009;0.01298433602650377;0.004851658487377767;0.004851658487377767;0.0058216982562895305;0.01298433602650377;0.0431593474343009
0.009556775909248189;1.2235686027025074e-4;1.78693662686924e-4;NA;NA;NA;NA;5.475222704565817e-5;8.373423822569858e-5;NA;NA;NA;NA;NA;NA
0.04778387954624094;3.4661251814696565e-4;5.062034140465631e-4;NA;NA;NA;NA;1.5510211073194844e-4;2.3720235303867048e-4;NA;NA;NA;NA;NA;NA
0.09556775909248189;6.956286372736833e-4;0.001015917119725006;NA;NA;NA;NA;3.112797844219515e-4;4.760495970674623e-4;NA;NA;NA;NA;NA;NA
0.002760691341386685;0.0019746700031853517;0.002883867849238882;0.001754839690944399;9.232693273956224e-4;0.0016996509905607398;0.0016996509905607398;0.0029187448438431447;0.0013293786181751818;0.003127744420214414;0.0015320806295009877;0.0015320806295009877;0.0014766337134481972;0.003127744420214414;0.002418652524023639
0.00552138268277337;0.003817252053960386;0.005574830454252936;0.0033922961324287394;0.0017847801053717384;0.0032856103674375786;0.0032856103674375786;0.005642251481095055;0.002569833568411131;0.006046270411292575;0.0029616786199018453;0.0029616786199018453;0.0028544936959161355;0.006046270411292575;0.00467551859310798
0.013803456706933425;0.008540570002765379;0.012472906969477688;0.007589790294057057;0.003993196994590834;0.0073510957485239;0.0073510957485239;0.012623752130149234;0.005749644816799773;0.013527688235760695;0.006626343563748271;0.006626343563748271;0.006386532219461666;0.013527688235760695;0.010460821889463892
0.02760691341386685;0.01571959680053728;0.0229573750261768;0.013969611300484273;0.007349795936308724;0.013530275048565046;0.013530275048565046;0.02323501751424272;0.010582677530554325;0.0248987836456671;0.01219631114202339;0.01219631114202339;0.011754919333378341;0.0248987836456671;0.019253972773639515
0.0552138268277337;0.025322842419464434;0.03698224563447794;0.022503774754021804;0.011839853570799254;0.021796043963106835;0.021796043963106835;0.03742950246068363;0.017047732132230944;0.040109678555751246;0.01964714929187373;0.01964714929187373;0.01893610718580782;0.040109678555751246;0.031016401036371835
0.005824779810793877;0.004472420834119137;0.006531658773859273;0.003974528190360236;0.00473654982590323;0.006791455303199395;0.006791455303199395;0.009575635953998641;0.007961734154432045;0.007084013676311359;0.008430483544305178;0.00843048354430518;0.008421749837313187;0.007084013676311359;0.007961734154432045
0.011649559621587754;0.008042060725155703;0.011744868929741031;0.007146777605738337;0.008517002925361285;0.01221202073468728;0.01221202073468728;0.01721838097984095;0.014316351685652463;0.012738083082011659;0.015159231011649944;0.015159231011649945;0.015143526540941485;0.012738083082011659;0.014316351685652463
0.029123899053969383;0.017645494591262505;0.02577001445992189;0.015681108349821647;0.01868758943626601;0.026795016002336622;0.026795016002336622;0.037779725723744544;0.031412235603443715;0.02794927616296224;0.03326164001560545;0.03326164001560545;0.03322718203743103;0.02794927616296224;0.031412235603443715
0.058247798107938765;0.02904464822432362;0.042417683497224766;0.02581125019944747;0.030759946032099167;0.044104845569948224;0.044104845569948224;0.062185779944130236;0.05170483197979429;0.0460047685305278;0.054748968844189554;0.05474896884418957;0.05469225069160839;0.0460047685305278;0.05170483197979429
0.11649559621587753;0.04187666805404388;0.06115795370340184;0.037214744290032;0.044349789999101226;0.06359050945436612;0.06359050945436612;0.08965965930416446;0.07454819452055458;0.0663298245438089;0.07893724092926961;0.07893724092926963;0.07885546451283876;0.0663298245438089;0.07454819452055458
0.004322188450323993;3.0690679229014e-4;4.4821597004605565e-4;2.727403665738539e-4;2.7297317059650657e-4;2.4872826776607394e-4;2.4872826776607394e-4;0.001423358519673409;0.004200250917882008;4.861197088946138e-4;3.3442465184387374e-4;3.3442465184387374e-4;5.548608902544055e-4;4.861197088946139e-4;0.004200250917882008
0.0086443769006479855;6.298550580680426e-4;9.198593935760614e-4;5.597363881848273e-4;5.602141644833322e-4;5.104571207692924e-4;5.104571207692924e-4;0.0029211134637027072;0.008620041498729369;9.976480324501236e-4;6.863290868693988e-4;6.863290868693988e-4;0.0011387233747517883;9.976480324501238e-4;0.008620041498729369
0.021610942251619962;0.001530314951136419;0.002234918279850754;0.0013599525042502793;0.0013611133240349824;0.0012402221016107311;0.0012402221016107311;0.007097225862060523;0.020943514251332545;0.0024239159160095625;0.0016675259642395129;0.0016675259642395129;0.0027666768461561348;0.002423915916009563;0.020943514251332545
0.043221884503239924;0.003034990072615674;0.004432391376309355;0.002697119535141028;0.00269942172562806;0.002459664766022123;0.002459664766022123;0.014075540475161137;0.04153612809655732;0.004807220067007209;0.003307113181856803;0.003307113181856803;0.00548699910171039;0.00480722006700721;0.04153612809655732
0.08644376900647985;0.0063244017285714;0.009236347734698381;0.0056203371484206;0.005625134520783383;0.005125521904765174;0.005125521904765174;0.029331025928188755;0.0865542074428048;0.01001742680337705;0.006891459880753618;0.006891459880753618;0.011433970383178015;0.010017426803377052;0.0865542074428048
0.0043679032777926155;1.1213746669884019e-4;1.6376895095697978e-4;9.965375332974536e-5;1.7247838028265283e-4;1.1993902497629053e-4;1.1993902497629053e-4;1.6574954407617553e-4;5.9621331741086814e-5;1.7761820212921684e-4;8.885858705530488e-5;7.817378041660273e-5;5.929620080985297e-5;1.7761820212921684e-4;0.010864930508182364
0.008735806555585231;2.2751666576097045e-4;3.322722259900072e-4;2.0218835288156526e-4;3.4994286167664736e-4;2.433453141090944e-4;2.433453141090944e-4;3.362906683177506e-4;1.2096623015740987e-4;3.6037109020330203e-4;1.802859476516335e-4;1.5860745203101378e-4;1.2030656922883952e-4;3.6037109020330203e-4;0.022043950480752788
0.021839516388963077;6.347245012716409e-4;9.269708758368439e-4;5.64063740194373e-4;9.76268299328181e-4;6.788831605723287e-4;6.788831605723287e-4;9.381814998754602e-4;3.374707951638057e-4;0.0010053609028462089;5.029605537982464e-4;4.424820289609782e-4;3.3563047743369665e-4;0.0010053609028462089;0.06149806840810693
0.043679032777926154;0.0011781442094817177;0.001720597467936706;0.0010469872014664768;0.0018121009059044028;0.0012601093276540132;0.0012601093276540132;0.0017414060735117412;6.263965900085423e-4;0.0018661011568870624;9.335704906112108e-4;8.213132456296908e-4;6.229806833073032e-4;0.0018661011568870624;0.11414967130489581
0.08735806555585231;0.0026807189104881978;0.003915003046753602;0.0023822876413788076;0.004123207606569414;0.0028672202237540268;0.0028672202237540268;0.0039623504105287255;0.0014252866251746234;0.0042460783831817315;0.00212422218631127;0.0018687949499514272;0.001417514159277173;0.0042460783831817315;0.25973321434704616
0.0227516842241813;0.011171658641693784;0.016315428465253457;NA;NA;NA;NA;0.011865052678533347;0.038390977970983106;NA;NA;NA;NA;NA;NA
0.0455033684483626;0.020014803317192194;0.029230224646235443;NA;NA;NA;NA;0.02125706695178474;0.06878010668677095;NA;NA;NA;NA;NA;NA
0.0910067368967252;0.03147816748261844;0.04597166868876532;NA;NA;NA;NA;0.03343193051129038;0.10817351954184833;NA;NA;NA;NA;NA;NA
0.0025142154446987953;1.2941123944667653e-4;1.889960915841158e-4;1.1500452180314057e-4;8.965983246597455e-4;2.0645761409766384e-4;2.0645761409766384e-4;4.013320349882528e-4;0.002600773910829004;2.0497869590333818e-4;3.0588887682410885e-4;3.058888768241089e-4;2.584389157072084e-4;2.0497869590333816e-4;0.002600773910829004
0.005028430889397591;2.8226449102168897e-4;4.1222760730964456e-4;2.5084137166719536e-4;0.001955609658350131;4.5031369462187747e-4;4.5031369462187747e-4;8.75362782019681e-4;0.0056726612567923225;4.470879617321461e-4;6.671875526045784e-4;6.671875526045786e-4;5.636923756715149e-4;4.4708796173214605e-4;0.0056726612567923225
0.012571077223493977;6.377563362396462e-4;9.3139865940287e-4;5.667580558672027e-4;0.0044185595088842115;0.0010174514371292988;0.0010174514371292988;0.001977819309544391;0.01281697051855691;0.0010101631254398034;0.0015074623364548427;0.001507462336454843;0.0012736224204937775;0.0010101631254398032;0.01281697051855691
0.025142154446987953;0.0012055245259354024;0.001760584510933964;0.001071319401776421;0.008352220988774974;0.00192324653117471;0.00192324653117471;0.003738590351893341;0.024227391294008787;0.0019094697358767536;0.002849493945031269;0.0028494939450312696;0.0024074759864236273;0.0019094697358767534;0.024227391294008787
0.05028430889397591;0.002016584681321453;0.0029450813140167492;0.0017920882138407512;0.013971479251246406;0.003217180081974844;0.003217180081974844;0.006253862008750435;0.04052724361951041;0.00319413445017071;0.004766593889584792;0.0047665938895847925;0.004027192388395496;0.0031941344501707097;0.04052724361951041
0.006297484274353152;0.0034475124701863298;0.00503485157346934;0.0030637178404238283;0.002052863275168829;0.002529252427269109;0.002529252427269109;0.007381265222076707;0.01698334947556731;0.005460627788365086;0.0038896556010779154;0.0036907904820856693;0.003875213189721408;0.005460627788365086;0.0014917788633161562
0.012594968548706304;0.006879933422858406;0.01004766303791521;0.006114024227851523;0.004096740122488739;0.0050474330287988796;0.0050474330287988796;0.014730218887824135;0.033892354182760986;0.010897351628413932;0.007762284199023654;0.007365424494924739;0.007733462598099051;0.010897351628413932;0.0029770274509515657
0.03148742137176576;0.015353103276016952;0.022422136788591028;0.013643917699900414;0.009142192275668834;0.01126373698798555;0.01126373698798555;0.03287162214560197;0.07563340835630987;0.024318282562187803;0.01732213724182973;0.016436514133490305;0.017257819611355956;0.024318282562187803;0.006643466891429185
0.06297484274353152;0.026867091592966474;0.03923751387448383;0.023876110252104062;0.015998336806252973;0.0197109240975419;0.0197109240975419;0.05752354212160241;0.13235433079978517;0.04255566534242974;0.030312793413509318;0.028763001378580993;0.030200241075528187;0.04255566534242974;0.011625703954306616
0.12594968548706303;0.04363322871366423;0.0637232880647612;0.03877575567931775;0.02598193728897002;0.03201132717807364;0.03201132717807364;0.0934205275300082;0.2149487140075425;0.06911209843921076;0.0492291859498466;0.04671226185016676;0.049046396462253755;0.06911209843921076;0.018880607074284454
0.00576453577599846;0.0065056905675550105;0.009501107443068552;0.005781443991417398;0.010527936727469399;0.008165514839254012;0.008165514839254012;0.09828172180739933;0.008752688971637914;0.010304576126384678;0.009600652186395846;0.009600652186395846;0.011926899104743153;0.010304576126384678;0.008752688971637914
0.01152907155199692;0.01213211890428692;0.017718113707494355;0.010781509697395848;0.019632993433696393;0.015227437566521075;0.015227437566521075;0.18328039471043212;0.016322427609104708;0.019216460039930747;0.01790374944436238;0.01790374944436238;0.022241844519905938;0.019216460039930747;0.016322427609104708
0.028822678879992302;0.02402768857646703;0.03509076375567624;0.021352804026809277;0.038883187328636375;0.030157974097721585;0.030157974097721585;0.36298723092123014;0.03232660432176557;0.03805824201231876;0.03545841574699919;0.03545841574699919;0.044050022729472324;0.03805824201231876;0.03232660432176557
0.057645357759984604;0.03638907079192442;0.05314370054299052;0.03233805427704194;0.05888718974421858;0.04567316789089063;0.04567316789089063;0.5497311154387968;0.048957480424453796;0.05763783971125915;0.05370049627040585;0.05370049627040585;0.06671217626228865;0.05763783971125915;0.048957480424453796
0.11529071551996921;0.04841285863226858;0.0707036042853391;0.043023292875741644;0.0783448747191179;0.06076463543224816;0.06076463543224816;0.7313749485299876;0.06513416053776055;0.07668271063491414;0.07144437815649803;0.07144437815649803;0.08875541716646186;0.07668271063491414;0.06513416053776055
0.003518503413241776;0.003660974094999797;0.005346597392189851;0.0032534158310308153;0.0035605825859026936;0.003153650091653458;0.003153650091653458;0.0054112582082004685;0.007104813124795919;0.005798736639394994;0.0033990464575157377;0.0033990464575157377;0.003172296624457201;0.005798736639394994;0.007104813124795919
0.007037006826483552;0.005753753300962871;0.008402955496529821;0.005113216207338242;0.0055959734418688034;0.004956419836380719;0.004956419836380719;0.008504579374194562;0.011166247263358775;0.009113558089881853;0.005342095919708609;0.005342095919708609;0.0049857255749319925;0.009113558089881853;0.011166247263358775
0.01759251706620888;0.010992975655266761;0.01605447442284047;0.009769181671028243;0.010691525443694037;0.00946961048703574;0.00946961048703574;0.01624863443539703;0.021333949842140477;0.017412133780251755;0.010206473465525383;0.010206473465525383;0.009525601290534362;0.017412133780251755;0.021333949842140477
0.03518503413241776;0.016939243329053402;0.02473858373717645;0.015053480571658763;0.016474734114664435;0.014591866779437686;0.014591866779437686;0.025037767852615828;0.03287380768215378;0.026830621683438773;0.015727310146568863;0.015727310146568863;0.01467814385985658;0.026830621683438773;0.03287380768215378
0.07037006826483552;0.023830606331576375;0.03480293887922642;0.021177661980210778;0.023177121638638096;0.020528250649022275;0.020528250649022275;0.03522383954976984;0.04624780188083739;0.03774607699700697;0.02212562447312299;0.02212562447312299;0.02064962768452267;0.03774607699700697;0.04624780188083739
0.0025158728494618773;1.5809713684561302e-4;2.3088984451595347e-4;1.4049695914447358e-4;2.4175745841235823e-4;2.3128545701846508e-4;2.3128545701846508e-4;0.0030542069551770007;0.0030542069551770007;2.5041522726484944e-4;1.1483839410411898e-4;1.1670207151764244e-4;1.364667338508021e-4;2.5041522726484944e-4;0.0030542069551770007
0.005031745698923755;2.931889496644809e-4;4.281820174133415e-4;2.6054966398820475e-4;4.4833585680106874e-4;4.289156753175879e-4;4.289156753175879e-4;0.005663984478863413;0.005663984478863413;4.643915691747757e-4;2.1296621064947918e-4;2.1642237458948746e-4;2.530756670244479e-4;4.643915691747757e-4;0.005663984478863413
0.012579364247309387;6.804097802086393e-4;9.936910401667789e-4;6.046631014249522e-4;0.0010404624803723407;9.953936555414304e-4;9.953936555414304e-4;0.01314452825994581;0.01314452825994581;0.0010777233107678546;4.942351775048283e-4;5.022559700670213e-4;5.873180390097095e-4;0.0010777233107678546;0.01314452825994581
0.025158728494618775;0.0017303875320439914;0.002527110333542185;0.0015377519874449086;0.002646057355383388;0.0025314403483389447;0.0025314403483389447;0.033428572717804875;0.033428572717804875;0.0027408174223686574;0.001256916661000466;0.0012773147796789985;0.0014936408053030862;0.0027408174223686574;0.033428572717804875
0.05031745698923755;0.003119867191770364;0.004556348490496223;0.00277254770152093;0.004770808491004206;0.00456415545330318;0.00456415545330318;0.06027130071076927;0.06027130071076927;0.004941659712827381;0.0022662051019362137;0.0023029826561317287;0.002693015788925654;0.004941659712827381;0.06027130071076927
0.0029189562069384346;0.012973681913634082;0.01894715780187471;0.011529385630514172;0.010486892647207308;0.00991355607535195;0.00991355607535195;0.004498327073296241;0.004498327073296241;0.020549439222527544;0.010080157595114235;0.012708316692313546;0.00977746781169558;0.020549439222527548;0.004498327073296241
0.005837912413876869;0.023103230422000395;0.033740657081987736;0.020531261257912017;0.018674814046781753;0.017653829640264594;0.017653829640264594;0.008010516026192202;0.008010516026192202;0.03659396249741728;0.01795050974428954;0.022630674219762188;0.01741148683165304;0.03659396249741729;0.008010516026192202
0.014594781034692172;0.04713691860545531;0.0688401828453273;0.04188939698493217;0.03810173614755241;0.03601864828544938;0.03601864828544938;0.01634364697132356;0.01634364697132356;0.07466170748352384;0.03662395696565736;0.04617277450809159;0.03552420257220997;0.07466170748352385;0.01634364697132356
0.029189562069384344;0.08458524298827771;0.12353084939785557;0.07516878335345507;0.06837198327051813;0.0646339686061161;0.0646339686061161;0.029327995789356482;0.029327995789356482;0.13397733361133812;0.06572016989616776;0.08285512644345576;0.0637467063064963;0.13397733361133815;0.029327995789356482
0.05837912413876869;0.11781985527332858;0.1720676832466358;0.1047035494950772;0.09523620065499219;0.09002947272928935;0.09002947272928935;0.040851336442192895;0.040851336442192895;0.18661872329410834;0.09154245625065045;0.11540995404569761;0.08879359384501194;0.18661872329410836;0.040851336442192895
0.003365594823124707;0.01799462975578485;0.02627990202309981;0.015991376011365042;0.009953106329486986;0.012229897749414288;0.012229897749414288;0.017232392704732216;0.006092846737622892;0.028502282772154604;0.011206346278354862;0.011375670178551065;0.01064366629035985;0.028502282772154604;0.01231452500028297
0.006731189646249414;0.029036437174130774;0.04240569183096081;0.025803953245141432;0.016060499746080332;0.019734368668116162;0.019734368668116162;0.027806478650667994;0.0098315199539863209;0.045991762779499346;0.0180827488022308;0.018355972694961642;0.01717479891149712;0.045991762779499346;0.019870924623221483
0.016827974115623534;0.04486537956811327;0.06552275847188029;0.039870737231237983;0.02481573110503532;0.0304923753393866;0.0304923753393866;0.042964920648953686;0.015191081186091844;0.07106374248791192;0.027940390337204548;0.028362559681912168;0.026537480047891034;0.07106374248791192;0.03070337349736808
0.03365594823124707;0.05841153663161319;0.08530597631240609;0.051908867165075444;0.03230831880696358;0.03969890628959144;0.03969890628959144;0.05593727414142661;0.01977770841831594;0.09251994382908002;0.03637640312850756;0.036926037621306085;0.03454991360487174;0.09251994382908002;0.03997361090042454
0.06731189646249414;0.0734516901721903;0.10727107183384517;0.06527467428643134;0.04062725892592048;0.04992081929547682;0.04992081929547682;0.07034033970421619;0.024870191657855412;0.11634253506702093;0.045742818050223226;0.04643397573586331;0.04344603302573475;0.11634253506702093;0.05026625650064812
0.0034815294294576874;0.015399477647869877;0.022489863325075386;0.013685129440717286;0.008025063712512156;0.011599599949724903;0.011599599949724903;0.23264051101895783;0.006663533623117037;0.024391736446922947;0.01787039096973903;0.0173744591222534;0.015144950398923144;0.024391736446922947;0.006663533623117037
0.006963058858915375;0.026835481767407306;0.03919134992835456;0.023848019393162785;0.0139846594711731;0.020213728028828242;0.020213728028828242;0.4054046724547909;0.01161202601403807;0.042505597505597674;0.031141351804955978;0.030277129630970873;0.0263919367651284;0.042505597505597674;0.01161202601403807
0.017407647147288437;0.048551461131042514;0.07090602357027966;0.043146465439116904;0.025301414620778957;0.03657120968467476;0.03657120968467476;0.7334688218989802;0.021008783615651602;0.07690224766716186;0.05634175472723468;0.05477818118484411;0.04774898781885599;0.07690224766716186;0.021008783615651602
0.03481529429457687;0.06430260460774102;0.09390947031729333;0.057144111479256805;0.03350974043778552;0.048435700627696754;0.048435700627696754;0.9714219623458534;0.027824487145312517;0.10185099912526366;0.07462023784110786;0.07254940724344366;0.06323979160686097;0.10185099912526366;0.027824487145312517
0.06963058858915375;0.0799557496712304;0.11676979721507935;0.07105466878818008;0.041666996762195534;0.06022637462608419;0.06022637462608419;1.2078946369321735;0.03459778561836286;0.12664452769062373;0.0927849982691532;0.09021006660210171;0.07863421672922784;0.12664452769062373;0.03459778561836286
0.003301602092249805;0.012429975137897807;0.018153111967669572;0.01104620705953354;0.011910450594598497;0.011164735736646645;0.011164735736646645;0.018372652536532353;0.006608778431033804;0.01968824427284041;0.010483308485138598;0.00923940662503021;0.011307510039706712;0.01968824427284041;0.006608778431033804
0.00660320418449961;0.02081824329226103;0.030403592707307275;0.018500650521892554;0.019948121814243738;0.018699167317773113;0.018699167317773113;0.030771288452825854;0.01106865908544185;0.032974696628297176;0.017557884398821878;0.015474545432480872;0.018938291704106373;0.032974696628297176;0.01106865908544185
0.016508010461249025;0.037891392069196395;0.055337736014113986;0.03367312950563937;0.036307679475942274;0.03403445095046209;0.03403445095046209;0.05600698093838669;0.020146123532078238;0.06001741553140987;0.03195719601896968;0.028165300013219433;0.03446968248026307;0.06001741553140987;0.020146123532078238
0.03301602092249805;0.0524061610859133;0.07653554407263316;0.04657204058158484;0.050215787685952196;0.047071770699881776;0.047071770699881776;0.07746115158906636;0.02786334672399361;0.08300783303383043;0.04419879743045161;0.038954368496949165;0.04767372308048487;0.08300783303383043;0.02786334672399361
0.0660320418449961;0.06676035408305046;0.09749884205125152;0.0593282517774907;0.06397003132852219;0.05996485936240376;0.05996485936240376;0.09867797603585515;0.035495194738326824;0.10574390892552585;0.056304970739311073;0.04962407816276763;0.06073168817103023;0.10574390892552585;0.035495194738326824
0.006222463572444801;1.7872228779157586e-5;2.6101143931549628e-5;1.5882601334254744e-5;2.1790719922225105e-5;1.8064306526274847e-5;1.8064306526274847e-5;1.711517652827792e-5;0.0037614188501231107;2.8308407860874662e-5;1.21249782727734e-5;1.21249782727734e-5;1.5564100045955365e-5;2.8308407860874662e-5;0.0037614188501231107
0.012444927144889602;6.2776018390618e-5;9.167999759347079e-5;5.578747260737706e-5;7.65396779263301e-5;6.345068948701328e-5;6.345068948701328e-5;6.0116880204153906e-5;0.013211944734364326;9.943298927304504e-5;4.25888605412841e-5;4.25888605412841e-5;5.466874013260959e-5;9.943298927304504e-5;0.013211944734364326
0.031112317862224004;1.4051764743629644e-4;2.052162260218334e-4;1.2487450794389704e-4;1.7132618081663992e-4;1.4202782915360174e-4;1.4202782915360174e-4;1.3456544065814564e-4;0.029573576657558432;2.225704988689589e-4;9.533077509019191e-5;9.533077509019191e-5;1.2237034059631635e-4;2.225704988689589e-4;0.029573576657558432
0.06222463572444801;3.101289383527013e-4;4.5292168969560874e-4;2.7560380694185554e-4;3.781247945584585e-4;3.134619791575574e-4;3.134619791575574e-4;2.969921430629815e-4;0.0652702496763531;4.912233714569839e-4;2.1039942391908148e-4;2.1039942391908148e-4;2.7007699393913446e-4;4.912233714569839e-4;0.0652702496763531
0.12444927144889602;5.598908000932698e-4;8.176814732937715e-4;4.975609073988967e-4;6.826470141256798e-4;5.659081001649325e-4;5.659081001649325e-4;5.361743069969117e-4;0.11783554449220754;8.868293553334204e-4;3.798442751680464e-4;3.798442751680464e-4;4.8758308407645585e-4;8.868293553334204e-4;0.11783554449220754
0.0018733615109643865;0.0011586189094257122;0.001692082128671196;0.0010296355571610455;7.564968958450491e-4;9.533534306317065e-4;9.533534306317065e-4;0.005373390674999352;0.01585657359186164;0.001835174395349858;0.0012625029329364594;0.0016068228774866243;0.001282554928980036;0.0018351743953498583;0.0017125458747083834
0.003746723021928773;0.0022500335757790917;0.0032860171463739256;0.0019995483895361944;0.0014691141338852424;0.0018514087859732625;0.0018514087859732625;0.010435104533655138;0.030793406432650956;0.0035639017914820496;0.0024517759597369577;0.0031204440004064084;0.002490716860832556;0.00356390179148205;0.0033257576644125193
0.009366807554821933;0.0052004804236905795;0.007594939038059478;0.004621536481918677;0.0033955490156594216;0.004279142876509675;0.004279142876509675;0.024118554243195145;0.07117249673765377;0.008237211079012739;0.005666765607029798;0.007212251457944239;0.0057567693278669;0.00823721107901274;0.0076867909056545945
0.018733615109643866;0.009352741410911837;0.013659026679731266;0.008311546648570246;0.006106684249183577;0.00769577299089967;0.00769577299089967;0.0433757235223997;0.1279993199328016;0.014814113099656964;0.01019132638541626;0.012970786808337725;0.010353192493627074;0.014814113099656965;0.013824216565229728
0.03746723021928773;0.015158438808175207;0.02213784290693362;0.013470924271107642;0.00989739750573001;0.012472910223740152;0.012472910223740152;0.07030112582900103;0.20745466740112178;0.02400994714304238;0.01651757389627353;0.021022379374103173;0.016779918099820997;0.024009947143042384;0.022405574116537735
0.0040225324044815105;0.0017064159074296511;0.0024921014472939493;0.0015164490060546984;0.0014752567869901175;0.00245662718526655;0.00245662718526655;0.0030354195881536383;8.815228774047735e-4;0.002702847981900108;0.00394547933574146;0.00394547933574146;0.003213250367932948;0.0027028479819001076;0.005319433746852406
0.008045064808963021;0.0036942091542374327;0.005395134878781716;0.0032829509943679866;0.0031937742162512473;0.005318336870189054;0.005318336870189054;0.006571360932985839;0.0019084033788009508;0.005851378737020587;0.008541543604047545;0.008541543604047545;0.006956345678911849;0.005851378737020586;0.01151600893863082
0.02011266202240755;0.008303983319782809;0.012127388615772559;0.007379541644420926;0.007179086703437425;0.01195475914198803;0.01195475914198803;0.014771354110579846;0.004289781429078694;0.01315295084855063;0.01920000537377523;0.01920000537377523;0.015636737410513853;0.013152950848550629;0.02588612126283358
0.0402253240448151;0.015310298698435507;0.022359623687724425;0.013605878345692945;0.013236293665203132;0.022041341640902583;0.022041341640902583;0.027234380766946877;0.007909196406227144;0.024250482991386584;0.035399615577714594;0.035399615577714594;0.028829913452936666;0.02425048299138658;0.04772700442855304
